temperature,humidity,wind_speed,precipitation,pressure,date,hour,weather
-12.8,62,9.2,0.0,1013.3,2015-02-14,5,Overcast
-12.8,60,3.3,0.0,1012.5,2015-02-14,6,Overcast
-13.1,59,7.5,0.0,1011.6,2015-02-14,7,Overcast
-13.9,62,11.1,0.0,1011.0,2015-02-14,8,Overcast
-12.0,62,9.4,0.0,1010.5,2015-02-14,9,Overcast
-8.5,62,8.6,0.0,1009.1,2015-02-14,10,Overcast
-4.6,59,11.3,0.0,1007.9,2015-02-14,11,Overcast
-2.6,57,13.6,0.0,1006.2,2015-02-14,12,Overcast
-1.3,55,13.7,0.0,1004.1,2015-02-14,13,Overcast
-0.7,56,12.1,0.0,1002.2,2015-02-14,14,Slight Snow Fall
-1.2,58,10.8,0.2,1000.1,2015-02-14,15,Slight Snow Fall
-1.3,63,11.0,0.2,998.7,2015-02-14,16,Slight Snow Fall
-1.7,72,7.6,0.3,997.6,2015-02-14,17,Moderate Snow Fall
-2.2,78,2.7,0.2,997.3,2015-02-14,18,Slight Snow Fall
-2.9,82,5.2,0.1,997.2,2015-02-14,19,Slight Snow Fall
-3.5,83,2.5,0.0,997.1,2015-02-14,20,Mainly Clear
-5.7,86,4.7,0.0,996.3,2015-02-14,21,Overcast
-6.2,87,5.2,0.0,995.3,2015-02-14,22,Overcast
-7.1,89,10.6,0.0,995.0,2015-02-14,23,Overcast
-6.5,89,10.6,0.1,994.2,2015-02-15,0,Slight Snow Fall
-5.9,88,12.4,0.3,993.6,2015-02-15,1,Moderate Snow Fall
-5.7,88,21.0,0.6,993.3,2015-02-15,2,Moderate Snow Fall
-7.3,73,28.3,0.2,994.1,2015-02-15,3,Slight Snow Fall
-8.7,66,30.6,0.0,995.2,2015-02-15,4,Slight Snow Fall
-9.7,66,29.4,0.1,996.2,2015-02-15,5,Slight Snow Fall
-10.2,65,26.9,0.1,997.3,2015-02-15,6,Slight Snow Fall
-10.6,65,28.6,0.0,998.1,2015-02-15,7,Slight Snow Fall
-10.9,64,29.8,0.0,998.9,2015-02-15,8,Slight Snow Fall
-10.9,62,30.3,0.0,1000.1,2015-02-15,9,Overcast
-10.8,61,27.7,0.0,1001.3,2015-02-15,10,Overcast
-10.4,56,31.6,0.0,1002.6,2015-02-15,11,Overcast
-9.6,53,33.4,0.0,1004.0,2015-02-15,12,Partly Cloudy
-9.3,51,33.3,0.0,1005.1,2015-02-15,13,Mainly Clear
-9.2,50,32.8,0.0,1006.2,2015-02-15,14,Mainly Clear
-9.1,49,31.9,0.0,1006.9,2015-02-15,15,Clear Sky
-9.5,49,31.1,0.0,1008.3,2015-02-15,16,Clear Sky
-10.4,52,29.3,0.0,1009.8,2015-02-15,17,Clear Sky
-11.8,53,22.6,0.0,1011.9,2015-02-15,18,Clear Sky
-13.3,54,23.0,0.0,1013.1,2015-02-15,19,Clear Sky
-14.6,55,23.7,0.0,1014.4,2015-02-15,20,Clear Sky
-15.7,56,24.2,0.0,1015.3,2015-02-15,21,Clear Sky
-16.6,57,23.7,0.0,1015.9,2015-02-15,22,Clear Sky
-17.2,58,23.2,0.0,1015.8,2015-02-15,23,Clear Sky
-17.7,59,22.9,0.0,1015.4,2015-02-16,0,Clear Sky
-18.0,60,22.8,0.0,1015.5,2015-02-16,1,Clear Sky
-18.3,60,22.4,0.0,1015.9,2015-02-16,2,Clear Sky
-17.9,60,22.4,0.0,1016.1,2015-02-16,3,Clear Sky
-18.2,60,22.3,0.0,1016.2,2015-02-16,4,Clear Sky
-18.5,59,22.0,0.0,1016.8,2015-02-16,5,Clear Sky
-18.8,59,15.8,0.0,1017.2,2015-02-16,6,Clear Sky
-18.9,59,14.7,0.0,1018.0,2015-02-16,7,Clear Sky
-19.0,60,15.2,0.0,1018.6,2015-02-16,8,Mainly Clear
-18.5,58,16.7,0.0,1018.8,2015-02-16,9,Mainly Clear
-17.2,55,17.0,0.0,1019.2,2015-02-16,10,Partly Cloudy
-15.5,50,18.3,0.0,1019.0,2015-02-16,11,Partly Cloudy
-13.4,46,17.6,0.0,1019.0,2015-02-16,12,Overcast
-11.5,43,16.2,0.0,1017.8,2015-02-16,13,Overcast
-9.9,42,15.6,0.0,1017.2,2015-02-16,14,Overcast
-8.5,41,14.7,0.0,1016.8,2015-02-16,15,Overcast
-8.0,42,13.5,0.0,1016.2,2015-02-16,16,Overcast
-7.9,45,11.9,0.0,1016.6,2015-02-16,17,Overcast
-8.5,51,7.5,0.0,1016.5,2015-02-16,18,Overcast
-9.2,57,7.2,0.0,1016.6,2015-02-16,19,Overcast
-9.6,60,5.8,0.0,1016.4,2015-02-16,20,Overcast
-10.0,63,6.5,0.0,1015.6,2015-02-16,21,Overcast
-10.4,66,5.8,0.0,1016.0,2015-02-16,22,Overcast
-10.9,69,5.2,0.0,1014.8,2015-02-16,23,Overcast
-11.2,71,5.8,0.0,1015.3,2015-02-17,0,Overcast
-11.3,73,3.7,0.0,1014.7,2015-02-17,1,Slight Snow Fall
-11.4,75,3.4,0.1,1013.6,2015-02-17,2,Slight Snow Fall
-9.8,74,3.2,0.2,1013.0,2015-02-17,3,Slight Snow Fall
-10.7,81,5.0,0.3,1012.2,2015-02-17,4,Moderate Snow Fall
-10.4,79,7.9,0.3,1010.9,2015-02-17,5,Moderate Snow Fall
-10.3,79,8.8,0.4,1010.4,2015-02-17,6,Moderate Snow Fall
-10.3,81,9.5,0.4,1010.0,2015-02-17,7,Moderate Snow Fall
-10.2,82,10.2,0.5,1010.0,2015-02-17,8,Moderate Snow Fall
-10.0,81,11.5,0.4,1009.6,2015-02-17,9,Moderate Snow Fall
-9.4,79,12.0,0.3,1009.6,2015-02-17,10,Moderate Snow Fall
-8.6,77,11.6,0.1,1009.2,2015-02-17,11,Slight Snow Fall
-7.2,74,11.0,0.0,1008.7,2015-02-17,12,Slight Snow Fall
-6.5,72,9.2,0.0,1008.4,2015-02-17,13,Slight Snow Fall
-5.5,70,7.6,0.0,1007.7,2015-02-17,14,Mainly Clear
-4.8,60,6.7,0.0,1007.5,2015-02-17,15,Clear Sky
-4.4,59,5.6,0.0,1007.0,2015-02-17,16,Mainly Clear
-4.3,62,5.0,0.0,1007.8,2015-02-17,17,Partly Cloudy
-5.0,70,2.9,0.0,1007.7,2015-02-17,18,Overcast
-4.7,62,2.3,0.0,1008.3,2015-02-17,19,Partly Cloudy
-5.2,67,3.1,0.0,1009.0,2015-02-17,20,Partly Cloudy
-7.7,74,4.5,0.0,1008.7,2015-02-17,21,Partly Cloudy
-9.4,77,3.8,0.0,1009.0,2015-02-17,22,Overcast
-10.7,80,5.2,0.0,1009.9,2015-02-17,23,Mainly Clear
-11.6,80,5.5,0.0,1010.0,2015-02-18,0,Clear Sky
-12.1,80,4.8,0.0,1009.6,2015-02-18,1,Clear Sky
-12.6,81,5.2,0.0,1010.0,2015-02-18,2,Partly Cloudy
-11.6,81,6.0,0.0,1010.1,2015-02-18,3,Partly Cloudy
-11.8,80,6.9,0.0,1009.4,2015-02-18,4,Mainly Clear
-12.8,82,7.9,0.0,1009.2,2015-02-18,5,Mainly Clear
-13.6,82,8.6,0.0,1009.4,2015-02-18,6,Partly Cloudy
-13.5,81,8.1,0.0,1009.3,2015-02-18,7,Overcast
-14.1,81,6.5,0.0,1009.6,2015-02-18,8,Overcast
-13.0,80,5.9,0.0,1009.7,2015-02-18,9,Overcast
-10.8,75,5.1,0.0,1009.2,2015-02-18,10,Overcast
-8.1,68,4.7,0.0,1008.8,2015-02-18,11,Overcast
-6.0,69,4.1,0.0,1007.8,2015-02-18,12,Mainly Clear
-4.0,65,2.9,0.0,1007.1,2015-02-18,13,Clear Sky
-2.9,59,4.1,0.0,1005.8,2015-02-18,14,Clear Sky
-2.8,58,6.5,0.0,1004.6,2015-02-18,15,Mainly Clear
-2.7,60,8.9,0.0,1003.5,2015-02-18,16,Mainly Clear
-2.9,64,9.3,0.0,1003.5,2015-02-18,17,Partly Cloudy
-3.7,72,4.3,0.0,1003.2,2015-02-18,18,Partly Cloudy
-5.2,78,6.8,0.0,1003.2,2015-02-18,19,Overcast
-5.4,79,6.9,0.0,1003.5,2015-02-18,20,Overcast
-5.9,78,6.5,0.0,1003.3,2015-02-18,21,Overcast
-7.0,78,7.5,0.0,1003.6,2015-02-18,22,Mainly Clear
-8.3,78,9.7,0.0,1003.5,2015-02-18,23,Clear Sky
-9.8,79,10.4,0.0,1002.8,2015-02-19,0,Clear Sky
-9.1,79,12.1,0.0,1002.9,2015-02-19,1,Clear Sky
-8.0,79,16.0,0.0,1002.8,2015-02-19,2,Partly Cloudy
-8.7,76,17.7,0.0,1002.4,2015-02-19,3,Overcast
-9.0,73,19.1,0.0,1002.6,2015-02-19,4,Overcast
-9.7,69,19.5,0.0,1002.8,2015-02-19,5,Partly Cloudy
-10.6,69,14.9,0.0,1003.2,2015-02-19,6,Clear Sky
-11.6,71,15.2,0.0,1003.6,2015-02-19,7,Clear Sky
-12.5,72,16.3,0.0,1004.1,2015-02-19,8,Mainly Clear
-12.3,70,17.7,0.0,1004.6,2015-02-19,9,Partly Cloudy
-11.2,66,18.5,0.0,1004.7,2015-02-19,10,Overcast
-9.5,58,24.7,0.0,1004.7,2015-02-19,11,Overcast
-8.4,51,27.1,0.0,1004.9,2015-02-19,12,Overcast
-7.8,47,28.9,0.0,1005.2,2015-02-19,13,Overcast
-7.6,46,27.9,0.0,1005.4,2015-02-19,14,Overcast
-7.2,42,26.3,0.0,1005.2,2015-02-19,15,Mainly Clear
-7.7,42,25.3,0.0,1006.0,2015-02-19,16,Mainly Clear
-8.4,44,22.9,0.0,1006.6,2015-02-19,17,Mainly Clear
-9.3,47,19.0,0.0,1007.4,2015-02-19,18,Partly Cloudy
-10.5,51,18.5,0.0,1008.5,2015-02-19,19,Partly Cloudy
-11.5,54,18.3,0.0,1010.0,2015-02-19,20,Partly Cloudy
-12.5,57,18.0,0.0,1010.8,2015-02-19,21,Partly Cloudy
-13.3,58,17.2,0.0,1011.4,2015-02-19,22,Mainly Clear
-14.2,58,17.5,0.0,1012.0,2015-02-19,23,Clear Sky
-15.0,59,17.8,0.0,1012.3,2015-02-20,0,Clear Sky
-15.8,59,18.2,0.0,1012.7,2015-02-20,1,Clear Sky
-16.5,61,19.3,0.0,1013.3,2015-02-20,2,Clear Sky
-17.1,59,19.6,0.0,1013.7,2015-02-20,3,Clear Sky
-17.7,60,19.5,0.0,1014.2,2015-02-20,4,Clear Sky
-18.3,61,19.5,0.0,1014.4,2015-02-20,5,Clear Sky
-18.8,61,17.8,0.0,1015.4,2015-02-20,6,Clear Sky
-19.2,61,18.0,0.0,1016.1,2015-02-20,7,Clear Sky
-19.6,61,18.4,0.0,1017.3,2015-02-20,8,Clear Sky
-19.1,59,18.8,0.0,1018.4,2015-02-20,9,Clear Sky
-18.1,54,20.5,0.0,1019.0,2015-02-20,10,Clear Sky
-16.5,50,24.1,0.0,1019.5,2015-02-20,11,Clear Sky
-14.8,48,23.6,0.0,1020.2,2015-02-20,12,Clear Sky
-13.3,48,22.4,0.0,1020.5,2015-02-20,13,Clear Sky
-11.9,47,21.6,0.0,1020.9,2015-02-20,14,Clear Sky
-9.8,46,20.7,0.0,1021.4,2015-02-20,15,Clear Sky
-9.2,46,18.7,0.0,1022.0,2015-02-20,16,Clear Sky
-9.0,48,16.5,0.0,1023.1,2015-02-20,17,Clear Sky
-9.6,53,10.1,0.0,1023.9,2015-02-20,18,Clear Sky
-11.2,60,9.6,0.0,1025.1,2015-02-20,19,Clear Sky
-12.7,65,8.9,0.0,1025.9,2015-02-20,20,Clear Sky
-14.2,68,9.4,0.0,1026.4,2015-02-20,21,Clear Sky
-15.5,70,11.0,0.0,1027.2,2015-02-20,22,Clear Sky
-16.5,71,10.8,0.0,1028.0,2015-02-20,23,Clear Sky
-17.4,71,10.1,0.0,1028.5,2015-02-21,0,Clear Sky
-17.8,70,11.1,0.0,1028.8,2015-02-21,1,Clear Sky
-17.2,67,11.8,0.0,1029.1,2015-02-21,2,Clear Sky
-16.8,64,10.8,0.0,1029.2,2015-02-21,3,Partly Cloudy
-14.8,58,8.9,0.0,1028.8,2015-02-21,4,Clear Sky
-14.2,56,8.5,0.0,1028.6,2015-02-21,5,Clear Sky
-14.1,55,4.7,0.0,1028.3,2015-02-21,6,Clear Sky
-16.1,59,9.0,0.0,1028.6,2015-02-21,7,Mainly Clear
-17.0,62,11.9,0.0,1029.5,2015-02-21,8,Partly Cloudy
-14.9,60,12.0,0.0,1029.2,2015-02-21,9,Overcast
-12.8,63,7.6,0.0,1029.0,2015-02-21,10,Overcast
-8.8,62,10.5,0.0,1027.9,2015-02-21,11,Overcast
-5.3,60,15.2,0.0,1027.8,2015-02-21,12,Overcast
-3.6,63,14.8,0.0,1026.1,2015-02-21,13,Overcast
-2.5,63,14.6,0.0,1025.0,2015-02-21,14,Overcast
-3.3,73,13.9,0.5,1023.7,2015-02-21,15,Moderate Snow Fall
-3.2,78,15.2,0.7,1022.5,2015-02-21,16,Moderate Snow Fall
-3.2,81,18.2,0.8,1022.3,2015-02-21,17,Moderate Snow Fall
-3.4,83,14.1,1.0,1021.3,2015-02-21,18,Moderate Snow Fall
-3.2,87,14.1,1.0,1020.9,2015-02-21,19,Moderate Snow Fall
-2.8,91,13.1,1.4,1020.6,2015-02-21,20,Heavy Snow Fall
-2.3,94,11.8,1.6,1019.7,2015-02-21,21,Heavy Snow Fall
-2.1,96,10.0,1.7,1018.9,2015-02-21,22,Heavy Snow Fall
-1.9,96,8.9,1.6,1018.4,2015-02-21,23,Heavy Snow Fall
-1.7,97,9.4,1.5,1017.8,2015-02-22,0,Heavy Snow Fall
-1.2,96,10.2,1.5,1017.5,2015-02-22,1,Heavy Snow Fall
-0.7,96,9.4,1.4,1017.3,2015-02-22,2,Moderate Snow Fall
-0.2,94,7.7,0.5,1017.0,2015-02-22,3,Moderate Snow Fall
-0.2,95,6.1,0.4,1016.5,2015-02-22,4,Moderate Snow Fall
-0.2,96,4.8,0.3,1016.4,2015-02-22,5,Slight Snow Fall
-0.4,97,3.8,0.3,1016.5,2015-02-22,6,Slight Snow Fall
-0.3,97,2.4,0.4,1016.5,2015-02-22,7,Slight Snow Fall
-0.3,97,2.9,0.4,1017.1,2015-02-22,8,Slight Snow Fall
-0.2,97,2.8,0.3,1017.6,2015-02-22,9,Slight Snow Fall
0.4,95,3.8,0.2,1018.1,2015-02-22,10,Slight Snow Fall
1.1,93,5.1,0.0,1018.5,2015-02-22,11,Overcast
1.5,89,4.9,0.0,1018.5,2015-02-22,12,Mainly Clear
2.4,84,4.2,0.0,1018.3,2015-02-22,13,Clear Sky
3.6,75,3.7,0.0,1017.8,2015-02-22,14,Mainly Clear
4.5,61,4.3,0.0,1016.9,2015-02-22,15,Clear Sky
5.2,58,4.6,0.0,1016.9,2015-02-22,16,Mainly Clear
4.8,63,5.7,0.0,1017.2,2015-02-22,17,Partly Cloudy
1.9,81,7.3,0.0,1017.3,2015-02-22,18,Overcast
-0.7,86,7.6,0.0,1017.7,2015-02-22,19,Partly Cloudy
-2.0,89,6.8,0.0,1017.9,2015-02-22,20,Partly Cloudy
-2.5,90,7.7,0.0,1018.2,2015-02-22,21,Clear Sky
-2.7,89,8.2,0.0,1018.3,2015-02-22,22,Mainly Clear
-2.8,88,9.4,0.0,1018.3,2015-02-22,23,Overcast
-2.5,87,11.2,0.0,1018.6,2015-02-23,0,Overcast
-2.2,87,11.9,0.0,1018.5,2015-02-23,1,Overcast
-1.9,86,11.4,0.0,1018.9,2015-02-23,2,Overcast
-2.2,90,11.4,0.0,1018.5,2015-02-23,3,Overcast
-2.6,89,12.1,0.0,1018.5,2015-02-23,4,Overcast
-3.0,86,13.0,0.0,1018.6,2015-02-23,5,Overcast
-3.4,82,12.5,0.0,1019.0,2015-02-23,6,Overcast
-4.0,77,14.8,0.0,1020.0,2015-02-23,7,Overcast
-5.1,70,18.4,0.0,1020.9,2015-02-23,8,Overcast
-6.6,62,20.3,0.0,1022.5,2015-02-23,9,Overcast
-7.9,57,20.0,0.0,1023.0,2015-02-23,10,Overcast
-8.6,55,19.7,0.0,1023.1,2015-02-23,11,Overcast
-8.5,52,19.5,0.0,1022.8,2015-02-23,12,Overcast
-7.7,48,20.0,0.0,1022.0,2015-02-23,13,Mainly Clear
-7.0,45,21.1,0.0,1021.1,2015-02-23,14,Clear Sky
-6.3,44,21.6,0.0,1021.0,2015-02-23,15,Clear Sky
-6.8,43,21.6,0.0,1021.1,2015-02-23,16,Clear Sky
-7.7,44,20.4,0.0,1021.4,2015-02-23,17,Clear Sky
-8.8,48,15.0,0.0,1022.1,2015-02-23,18,Mainly Clear
-10.3,52,15.5,0.0,1023.1,2015-02-23,19,Clear Sky
-11.7,55,14.3,0.0,1024.5,2015-02-23,20,Clear Sky
-12.9,58,12.8,0.0,1025.3,2015-02-23,21,Clear Sky
-14.1,59,10.9,0.0,1025.7,2015-02-23,22,Clear Sky
-15.2,63,9.7,0.0,1025.6,2015-02-23,23,Clear Sky
-16.4,65,8.4,0.0,1025.2,2015-02-24,0,Clear Sky
-17.4,67,8.1,0.0,1025.2,2015-02-24,1,Clear Sky
-18.5,69,9.9,0.0,1025.6,2015-02-24,2,Clear Sky
-19.1,70,10.9,0.0,1025.0,2015-02-24,3,Clear Sky
-19.8,70,10.2,0.0,1025.0,2015-02-24,4,Clear Sky
-19.6,68,8.6,0.0,1024.5,2015-02-24,5,Clear Sky
-18.8,66,9.0,0.0,1024.0,2015-02-24,6,Clear Sky
-18.7,66,8.3,0.0,1023.5,2015-02-24,7,Clear Sky
-19.2,67,9.2,0.0,1023.2,2015-02-24,8,Clear Sky
-17.9,63,7.7,0.0,1023.4,2015-02-24,9,Clear Sky
-15.9,52,3.8,0.0,1023.4,2015-02-24,10,Clear Sky
-14.2,46,3.0,0.0,1023.0,2015-02-24,11,Clear Sky
-12.8,59,2.6,0.0,1022.3,2015-02-24,12,Overcast
-10.8,45,6.4,0.0,1020.8,2015-02-24,13,Partly Cloudy
-9.3,47,9.7,0.0,1018.9,2015-02-24,14,Mainly Clear
-8.5,48,13.1,0.0,1017.2,2015-02-24,15,Clear Sky
-7.6,50,14.3,0.0,1016.2,2015-02-24,16,Mainly Clear
-7.3,55,14.1,0.0,1014.7,2015-02-24,17,Overcast
-7.6,63,7.9,0.0,1013.3,2015-02-24,18,Overcast
-8.2,69,7.9,0.0,1011.9,2015-02-24,19,Overcast
-8.5,73,9.1,0.0,1011.1,2015-02-24,20,Overcast
-8.8,75,10.7,0.0,1010.6,2015-02-24,21,Overcast
-9.3,76,10.5,0.0,1009.8,2015-02-24,22,Overcast
-9.6,76,9.7,0.0,1008.7,2015-02-24,23,Partly Cloudy
-9.7,76,10.9,0.0,1007.7,2015-02-25,0,Mainly Clear
-9.8,78,11.2,0.0,1006.8,2015-02-25,1,Mainly Clear
-10.5,81,10.8,0.0,1006.0,2015-02-25,2,Mainly Clear
-10.9,76,10.7,0.0,1005.3,2015-02-25,3,Clear Sky
-11.0,76,10.1,0.0,1004.6,2015-02-25,4,Clear Sky
-11.8,78,10.4,0.0,1004.0,2015-02-25,5,Clear Sky
-12.7,79,3.1,0.0,1004.0,2015-02-25,6,Clear Sky
-14.0,80,9.5,0.0,1004.7,2015-02-25,7,Clear Sky
-15.1,81,10.9,0.0,1005.1,2015-02-25,8,Clear Sky
-14.1,77,9.1,0.0,1006.2,2015-02-25,9,Clear Sky
-10.3,70,10.5,0.0,1007.1,2015-02-25,10,Clear Sky
-6.0,63,11.2,0.0,1007.2,2015-02-25,11,Clear Sky
-3.1,59,13.4,0.0,1007.1,2015-02-25,12,Clear Sky
-1.4,55,16.9,0.0,1006.8,2015-02-25,13,Clear Sky
-0.5,52,19.5,0.0,1006.9,2015-02-25,14,Mainly Clear
0.6,51,19.6,0.0,1006.8,2015-02-25,15,Clear Sky
0.8,51,17.8,0.0,1007.2,2015-02-25,16,Partly Cloudy
0.5,55,14.2,0.0,1007.3,2015-02-25,17,Mainly Clear
-0.9,65,7.3,0.0,1007.8,2015-02-25,18,Mainly Clear
-3.7,73,9.7,0.0,1008.4,2015-02-25,19,Clear Sky
-5.6,75,9.0,0.0,1009.6,2015-02-25,20,Overcast
-6.6,76,10.0,0.0,1011.1,2015-02-25,21,Overcast
-6.5,75,9.5,0.0,1011.5,2015-02-25,22,Overcast
-7.5,78,9.7,0.0,1011.7,2015-02-25,23,Overcast
-8.2,79,10.8,0.0,1011.0,2015-02-26,0,Overcast
-8.1,77,9.4,0.0,1012.7,2015-02-26,1,Overcast
-7.9,76,11.7,0.0,1012.9,2015-02-26,2,Overcast
-7.2,77,12.6,0.0,1012.4,2015-02-26,3,Overcast
-7.2,76,12.9,0.0,1012.6,2015-02-26,4,Overcast
-7.2,76,13.1,0.0,1012.4,2015-02-26,5,Overcast
-7.5,76,10.8,0.0,1012.3,2015-02-26,6,Overcast
-7.8,76,12.2,0.0,1012.1,2015-02-26,7,Overcast
-8.0,76,13.0,0.0,1012.6,2015-02-26,8,Overcast
-7.9,74,14.1,0.1,1012.7,2015-02-26,9,Slight Snow Fall
-7.5,72,15.3,0.2,1012.5,2015-02-26,10,Slight Snow Fall
-6.8,71,15.0,0.2,1012.5,2015-02-26,11,Slight Snow Fall
-6.0,70,15.3,0.2,1012.6,2015-02-26,12,Slight Snow Fall
-5.0,68,16.3,0.1,1011.3,2015-02-26,13,Slight Snow Fall
-4.0,65,15.5,0.0,1010.3,2015-02-26,14,Overcast
-4.1,62,14.7,0.0,1009.4,2015-02-26,15,Partly Cloudy
-3.5,60,12.1,0.0,1010.6,2015-02-26,16,Overcast
-3.3,60,10.2,0.0,1011.4,2015-02-26,17,Overcast
-3.7,66,4.7,0.0,1012.3,2015-02-26,18,Partly Cloudy
-5.0,74,6.5,0.0,1013.0,2015-02-26,19,Mainly Clear
-5.3,70,6.0,0.0,1013.8,2015-02-26,20,Overcast
-5.3,68,4.8,0.0,1014.9,2015-02-26,21,Overcast
-6.8,72,5.9,0.0,1015.6,2015-02-26,22,Overcast
-7.9,74,6.6,0.0,1016.4,2015-02-26,23,Overcast
-8.9,76,7.1,0.0,1016.7,2015-02-27,0,Overcast
-10.4,80,7.9,0.0,1017.0,2015-02-27,1,Partly Cloudy
-11.4,80,9.8,0.0,1017.5,2015-02-27,2,Overcast
-11.8,82,9.0,0.0,1018.6,2015-02-27,3,Overcast
-12.2,82,7.9,0.0,1019.2,2015-02-27,4,Overcast
-12.6,82,8.3,0.0,1020.0,2015-02-27,5,Partly Cloudy
-13.1,81,9.6,0.0,1021.2,2015-02-27,6,Partly Cloudy
-13.5,81,8.1,0.0,1022.2,2015-02-27,7,Overcast
-13.5,81,7.3,0.0,1023.1,2015-02-27,8,Mainly Clear
-12.7,78,8.9,0.0,1024.3,2015-02-27,9,Clear Sky
-10.3,72,9.9,0.0,1024.8,2015-02-27,10,Clear Sky
-8.0,66,9.4,0.0,1025.5,2015-02-27,11,Clear Sky
-6.3,60,8.6,0.0,1025.7,2015-02-27,12,Mainly Clear
-5.0,55,8.7,0.0,1025.6,2015-02-27,13,Clear Sky
-4.0,53,10.2,0.0,1025.3,2015-02-27,14,Mainly Clear
-3.3,51,12.1,0.0,1025.1,2015-02-27,15,Mainly Clear
-2.9,50,12.6,0.0,1025.6,2015-02-27,16,Clear Sky
-3.2,51,11.6,0.0,1026.1,2015-02-27,17,Clear Sky
-4.3,60,8.0,0.0,1026.6,2015-02-27,18,Clear Sky
-6.8,68,9.6,0.0,1027.7,2015-02-27,19,Clear Sky
-8.6,70,8.6,0.0,1028.4,2015-02-27,20,Clear Sky
-9.8,71,10.6,0.0,1029.4,2015-02-27,21,Clear Sky
-10.7,71,11.0,0.0,1030.7,2015-02-27,22,Clear Sky
-11.5,70,10.3,0.0,1031.7,2015-02-27,23,Clear Sky
-12.4,71,9.7,0.0,1032.2,2015-02-28,0,Clear Sky
-13.4,72,8.9,0.0,1032.9,2015-02-28,1,Clear Sky
-14.4,72,8.6,0.0,1033.7,2015-02-28,2,Clear Sky
-14.9,74,8.4,0.0,1034.2,2015-02-28,3,Clear Sky
-15.4,75,7.9,0.0,1034.5,2015-02-28,4,Clear Sky
-15.4,74,10.7,0.0,1035.2,2015-02-28,5,Mainly Clear
-16.0,74,8.7,0.0,1036.5,2015-02-28,6,Clear Sky
-17.0,75,9.3,0.0,1037.6,2015-02-28,7,Clear Sky
-17.7,75,9.2,0.0,1038.2,2015-02-28,8,Clear Sky
-16.5,71,8.3,0.0,1039.5,2015-02-28,9,Clear Sky
-14.2,68,7.9,0.0,1039.6,2015-02-28,10,Clear Sky
-11.0,64,7.1,0.0,1039.8,2015-02-28,11,Mainly Clear
-8.1,56,5.8,0.0,1039.9,2015-02-28,12,Mainly Clear
-6.4,48,4.8,0.0,1039.7,2015-02-28,13,Mainly Clear
-5.2,45,5.7,0.0,1038.8,2015-02-28,14,Clear Sky
-4.3,46,6.7,0.0,1038.1,2015-02-28,15,Clear Sky
-3.9,49,6.8,0.0,1037.4,2015-02-28,16,Clear Sky
-4.4,56,5.7,0.0,1037.3,2015-02-28,17,Clear Sky
-3.9,45,2.9,0.0,1037.0,2015-02-28,18,Clear Sky
-3.9,42,4.7,0.0,1037.0,2015-02-28,19,Clear Sky
-4.9,45,8.4,0.0,1037.4,2015-02-28,20,Clear Sky
-5.7,48,10.0,0.0,1037.4,2015-02-28,21,Clear Sky
-6.6,53,10.1,0.0,1037.4,2015-02-28,22,Clear Sky
-7.6,55,10.5,0.0,1037.7,2015-02-28,23,Clear Sky
-8.7,59,10.9,0.0,1037.1,2015-03-01,0,Clear Sky
-9.2,61,9.8,0.0,1036.8,2015-03-01,1,Clear Sky
-9.6,63,7.7,0.0,1035.9,2015-03-01,2,Clear Sky
-9.2,59,8.9,0.0,1036.5,2015-03-01,3,Clear Sky
-9.4,60,6.0,0.0,1035.4,2015-03-01,4,Overcast
-9.5,62,3.6,0.0,1035.0,2015-03-01,5,Overcast
-9.2,63,4.9,0.0,1035.4,2015-03-01,6,Overcast
-8.8,63,4.0,0.0,1035.0,2015-03-01,7,Overcast
-8.0,61,2.3,0.0,1034.6,2015-03-01,8,Overcast
-6.5,55,1.8,0.0,1034.4,2015-03-01,9,Overcast
-5.2,51,3.3,0.0,1033.7,2015-03-01,10,Overcast
-4.3,51,5.6,0.0,1033.0,2015-03-01,11,Overcast
-3.3,57,7.6,0.0,1032.4,2015-03-01,12,Slight Snow Fall
-2.1,55,9.8,0.1,1031.7,2015-03-01,13,Slight Snow Fall
-1.7,58,10.0,0.2,1030.3,2015-03-01,14,Slight Snow Fall
-3.4,73,8.8,0.8,1028.6,2015-03-01,15,Moderate Snow Fall
-3.7,81,8.1,1.1,1027.5,2015-03-01,16,Moderate Snow Fall
-3.8,86,7.7,1.4,1026.1,2015-03-01,17,Heavy Snow Fall
-3.8,90,3.3,1.5,1024.8,2015-03-01,18,Heavy Snow Fall
-3.8,93,3.4,1.6,1023.4,2015-03-01,19,Heavy Snow Fall
-3.6,94,1.1,1.5,1023.0,2015-03-01,20,Heavy Snow Fall
-3.7,95,0.7,1.5,1021.9,2015-03-01,21,Heavy Snow Fall
-3.6,95,2.7,1.3,1020.6,2015-03-01,22,Heavy Snow Fall
-3.3,94,4.0,0.7,1019.5,2015-03-01,23,Moderate Snow Fall
-3.1,94,5.7,0.3,1018.2,2015-03-02,0,Slight Snow Fall
-2.8,93,6.3,0.0,1017.1,2015-03-02,1,Overcast
-2.6,93,7.1,0.0,1016.0,2015-03-02,2,Overcast
-2.7,92,8.0,0.0,1015.4,2015-03-02,3,Overcast
-2.4,92,8.9,0.0,1014.2,2015-03-02,4,Overcast
-2.0,92,8.7,0.0,1013.6,2015-03-02,5,Overcast
