temperature,humidity,wind_speed,precipitation,pressure,date,hour,weather
-3.7,50,13.0,0.0,1018.3,2015-01-01,0,Clear Sky
-3.8,49,14.1,0.0,1017.8,2015-01-01,1,Clear Sky
-3.9,49,14.1,0.0,1017.1,2015-01-01,2,Clear Sky
-4.0,52,14.7,0.0,1016.7,2015-01-01,3,Clear Sky
-4.0,52,15.6,0.0,1016.2,2015-01-01,4,Clear Sky
-4.0,50,16.1,0.0,1016.2,2015-01-01,5,Clear Sky
-4.1,48,16.2,0.0,1016.5,2015-01-01,6,Clear Sky
-4.2,46,13.5,0.0,1017.0,2015-01-01,7,Clear Sky
-4.4,45,10.0,0.0,1017.4,2015-01-01,8,Clear Sky
-4.3,45,10.6,0.0,1017.5,2015-01-01,9,Clear Sky
-3.0,38,11.9,0.0,1017.8,2015-01-01,10,Clear Sky
-1.7,32,17.9,0.0,1018.0,2015-01-01,11,Clear Sky
-0.7,30,19.3,0.0,1016.7,2015-01-01,12,Clear Sky
0.3,29,21.3,0.0,1015.4,2015-01-01,13,Clear Sky
1.0,29,20.9,0.0,1013.7,2015-01-01,14,Clear Sky
2.1,31,21.3,0.0,1012.4,2015-01-01,15,Mainly Clear
2.4,35,20.5,0.0,1011.9,2015-01-01,16,Clear Sky
1.9,42,17.1,0.0,1011.6,2015-01-01,17,Clear Sky
0.9,47,14.3,0.0,1011.5,2015-01-01,18,Clear Sky
0.5,51,17.9,0.0,1011.6,2015-01-01,19,Clear Sky
0.3,53,19.4,0.0,1011.5,2015-01-01,20,Clear Sky
0.2,54,19.9,0.0,1011.7,2015-01-01,21,Clear Sky
0.1,55,19.6,0.0,1011.7,2015-01-01,22,Clear Sky
0.1,56,19.0,0.0,1011.9,2015-01-01,23,Mainly Clear
-0.1,57,18.4,0.0,1012.7,2015-01-02,0,Overcast
-0.3,58,15.6,0.0,1012.6,2015-01-02,1,Overcast
-0.5,59,14.5,0.0,1012.7,2015-01-02,2,Partly Cloudy
-0.5,62,14.2,0.0,1013.2,2015-01-02,3,Partly Cloudy
-0.6,62,14.7,0.0,1013.8,2015-01-02,4,Overcast
-0.6,61,14.6,0.0,1014.0,2015-01-02,5,Overcast
-0.6,61,15.4,0.0,1014.6,2015-01-02,6,Overcast
-0.6,61,14.7,0.0,1016.0,2015-01-02,7,Mainly Clear
-0.7,61,14.5,0.0,1017.1,2015-01-02,8,Mainly Clear
-0.6,61,14.5,0.0,1018.0,2015-01-02,9,Partly Cloudy
0.8,59,14.8,0.0,1019.1,2015-01-02,10,Partly Cloudy
2.3,51,16.3,0.0,1019.5,2015-01-02,11,Mainly Clear
3.2,48,19.8,0.0,1019.0,2015-01-02,12,Overcast
4.0,45,19.9,0.0,1018.9,2015-01-02,13,Partly Cloudy
4.3,44,18.3,0.0,1018.5,2015-01-02,14,Partly Cloudy
5.3,41,18.1,0.0,1019.2,2015-01-02,15,Partly Cloudy
5.2,42,14.8,0.0,1019.9,2015-01-02,16,Clear Sky
4.3,47,10.1,0.0,1020.8,2015-01-02,17,Clear Sky
2.5,55,8.0,0.0,1021.6,2015-01-02,18,Clear Sky
0.9,62,8.0,0.0,1022.7,2015-01-02,19,Mainly Clear
-0.3,68,9.4,0.0,1023.7,2015-01-02,20,Overcast
-1.3,74,8.8,0.0,1024.6,2015-01-02,21,Overcast
-2.0,77,7.4,0.0,1025.5,2015-01-02,22,Overcast
-2.4,80,7.5,0.0,1026.4,2015-01-02,23,Overcast
-2.7,80,7.1,0.0,1026.5,2015-01-03,0,Overcast
-2.9,81,8.4,0.0,1027.3,2015-01-03,1,Overcast
-2.6,79,8.8,0.0,1027.6,2015-01-03,2,Overcast
-2.6,77,8.4,0.0,1028.0,2015-01-03,3,Overcast
-2.8,78,7.4,0.0,1028.7,2015-01-03,4,Overcast
-2.4,77,6.2,0.0,1029.8,2015-01-03,5,Overcast
-2.8,79,5.0,0.0,1030.2,2015-01-03,6,Overcast
-3.3,82,6.2,0.0,1030.6,2015-01-03,7,Overcast
-2.5,80,9.8,0.0,1031.1,2015-01-03,8,Overcast
-1.6,79,12.2,0.0,1031.0,2015-01-03,9,Overcast
0.5,71,11.6,0.0,1031.8,2015-01-03,10,Overcast
1.7,66,11.9,0.0,1031.6,2015-01-03,11,Overcast
2.7,63,15.2,0.0,1030.7,2015-01-03,12,Overcast
3.4,66,12.1,0.0,1029.5,2015-01-03,13,Overcast
3.3,72,8.4,0.3,1029.4,2015-01-03,14,Slight Snow Fall
1.9,91,12.6,2.2,1028.2,2015-01-03,15,Heavy Snow Fall
1.9,95,13.0,3.0,1027.6,2015-01-03,16,Heavy Snow Fall
2.4,94,14.4,1.8,1026.7,2015-01-03,17,Moderate Snow Fall
3.1,94,11.9,1.4,1025.7,2015-01-03,18,Slight Snow Fall
3.8,94,12.7,1.5,1024.8,2015-01-03,19,Slight Rain
4.6,95,13.3,2.0,1023.6,2015-01-03,20,Slight Rain
5.4,95,15.2,1.4,1022.0,2015-01-03,21,Slight Rain
6.1,95,15.8,0.8,1019.6,2015-01-03,22,Moderate Drizzle
6.8,96,12.5,2.1,1017.7,2015-01-03,23,Slight Rain
7.3,98,10.2,1.1,1016.1,2015-01-04,0,Dense Drizzle
7.7,99,8.0,0.5,1014.3,2015-01-04,1,Moderate Drizzle
7.8,99,8.0,0.8,1012.6,2015-01-04,2,Moderate Drizzle
7.5,99,1.1,0.5,1011.9,2015-01-04,3,Moderate Drizzle
6.6,100,9.7,0.0,1011.4,2015-01-04,4,Overcast
6.7,100,10.0,0.0,1010.7,2015-01-04,5,Overcast
7.0,99,10.2,0.0,1010.5,2015-01-04,6,Overcast
7.1,99,10.8,0.1,1010.5,2015-01-04,7,Light Drizzle
7.3,99,11.2,0.1,1010.7,2015-01-04,8,Light Drizzle
7.8,98,9.4,1.4,1010.0,2015-01-04,9,Slight Rain
8.6,99,13.2,0.0,1009.5,2015-01-04,10,Overcast
9.7,97,14.8,0.0,1007.4,2015-01-04,11,Overcast
11.0,97,18.7,0.0,1006.6,2015-01-04,12,Overcast
12.2,97,17.0,0.1,1004.7,2015-01-04,13,Light Drizzle
13.4,95,17.0,0.2,1003.7,2015-01-04,14,Light Drizzle
11.4,91,20.0,0.0,1003.7,2015-01-04,15,Overcast
12.0,89,19.4,0.0,1002.8,2015-01-04,16,Overcast
12.3,89,18.1,0.0,1002.1,2015-01-04,17,Overcast
12.1,91,16.8,0.0,1001.4,2015-01-04,18,Overcast
12.2,93,15.3,0.0,1001.4,2015-01-04,19,Overcast
12.1,95,13.7,0.3,1001.5,2015-01-04,20,Light Drizzle
11.3,97,14.6,1.1,1001.8,2015-01-04,21,Dense Drizzle
10.4,93,19.6,0.6,1002.3,2015-01-04,22,Moderate Drizzle
8.9,88,22.3,0.4,1003.4,2015-01-04,23,Light Drizzle
7.1,83,20.2,0.0,1003.8,2015-01-05,0,Overcast
5.6,79,21.2,0.0,1004.9,2015-01-05,1,Overcast
4.0,77,21.0,0.0,1005.9,2015-01-05,2,Clear Sky
4.3,81,20.3,0.0,1007.0,2015-01-05,3,Clear Sky
3.4,77,20.1,0.0,1007.8,2015-01-05,4,Clear Sky
2.6,72,19.0,0.0,1008.4,2015-01-05,5,Clear Sky
2.0,67,18.4,0.0,1008.9,2015-01-05,6,Clear Sky
1.5,63,18.4,0.0,1010.3,2015-01-05,7,Clear Sky
1.0,60,18.1,0.0,1011.9,2015-01-05,8,Clear Sky
0.8,57,18.4,0.0,1013.7,2015-01-05,9,Clear Sky
1.4,52,18.6,0.0,1015.2,2015-01-05,10,Clear Sky
1.6,39,24.6,0.0,1015.7,2015-01-05,11,Overcast
1.7,35,26.8,0.0,1016.6,2015-01-05,12,Overcast
1.7,33,25.8,0.0,1016.6,2015-01-05,13,Overcast
1.7,32,25.6,0.0,1016.6,2015-01-05,14,Overcast
1.4,33,26.0,0.0,1017.1,2015-01-05,15,Overcast
1.0,32,24.9,0.0,1018.3,2015-01-05,16,Partly Cloudy
0.2,32,21.9,0.0,1019.1,2015-01-05,17,Overcast
-0.7,33,18.0,0.0,1020.5,2015-01-05,18,Clear Sky
-1.5,33,17.9,0.0,1021.8,2015-01-05,19,Clear Sky
-2.1,32,19.3,0.0,1024.1,2015-01-05,20,Clear Sky
-2.8,34,18.8,0.0,1024.0,2015-01-05,21,Mainly Clear
-3.5,29,17.8,0.0,1024.5,2015-01-05,22,Clear Sky
-4.0,28,17.2,0.0,1025.2,2015-01-05,23,Overcast
-4.4,29,16.4,0.0,1025.0,2015-01-06,0,Overcast
-4.7,29,17.1,0.0,1025.8,2015-01-06,1,Partly Cloudy
-5.0,30,16.7,0.0,1026.0,2015-01-06,2,Overcast
-6.5,29,15.3,0.0,1025.8,2015-01-06,3,Overcast
-6.7,29,12.4,0.0,1025.2,2015-01-06,4,Overcast
-6.7,29,10.0,0.0,1024.9,2015-01-06,5,Overcast
-6.7,29,8.2,0.0,1024.8,2015-01-06,6,Overcast
-6.6,30,8.3,0.0,1024.8,2015-01-06,7,Overcast
-6.6,33,7.9,0.0,1025.1,2015-01-06,8,Slight Snow Fall
-6.7,38,3.6,0.2,1024.2,2015-01-06,9,Slight Snow Fall
-6.5,44,3.9,0.2,1024.1,2015-01-06,10,Slight Snow Fall
-6.1,48,6.3,0.3,1023.3,2015-01-06,11,Moderate Snow Fall
-5.5,51,8.5,0.2,1021.8,2015-01-06,12,Slight Snow Fall
-5.0,53,8.7,0.2,1019.8,2015-01-06,13,Slight Snow Fall
-4.6,55,8.0,0.1,1017.9,2015-01-06,14,Slight Snow Fall
-5.0,55,8.4,0.0,1017.0,2015-01-06,15,Slight Snow Fall
-4.8,56,9.1,0.0,1016.4,2015-01-06,16,Slight Snow Fall
-4.8,56,9.8,0.0,1015.9,2015-01-06,17,Overcast
-5.0,58,6.1,0.0,1015.8,2015-01-06,18,Overcast
-5.2,60,8.8,0.0,1015.6,2015-01-06,19,Overcast
-5.4,63,9.8,0.0,1015.3,2015-01-06,20,Partly Cloudy
-5.6,67,10.7,0.0,1015.4,2015-01-06,21,Mainly Clear
-5.9,72,11.9,0.0,1015.2,2015-01-06,22,Clear Sky
-6.1,76,10.5,0.0,1014.7,2015-01-06,23,Clear Sky
-6.2,79,9.7,0.0,1013.4,2015-01-07,0,Clear Sky
-6.3,81,9.7,0.0,1012.9,2015-01-07,1,Mainly Clear
-6.3,81,11.3,0.0,1012.5,2015-01-07,2,Overcast
-7.4,66,12.6,0.0,1012.8,2015-01-07,3,Overcast
-7.4,64,13.3,0.0,1012.0,2015-01-07,4,Partly Cloudy
-7.3,63,12.7,0.0,1010.8,2015-01-07,5,Mainly Clear
-7.3,62,9.7,0.0,1009.9,2015-01-07,6,Partly Cloudy
-7.3,62,12.0,0.0,1009.4,2015-01-07,7,Partly Cloudy
-7.2,60,15.5,0.0,1009.9,2015-01-07,8,Clear Sky
-7.2,59,17.9,0.0,1010.4,2015-01-07,9,Clear Sky
-6.5,51,23.2,0.0,1010.7,2015-01-07,10,Clear Sky
-5.5,40,28.6,0.0,1010.8,2015-01-07,11,Partly Cloudy
-4.8,35,29.4,0.0,1010.2,2015-01-07,12,Overcast
-4.3,30,28.3,0.0,1009.9,2015-01-07,13,Partly Cloudy
-4.2,28,28.4,0.0,1009.5,2015-01-07,14,Partly Cloudy
-4.7,25,29.3,0.0,1010.0,2015-01-07,15,Overcast
-5.1,27,29.4,0.0,1011.1,2015-01-07,16,Overcast
-5.9,28,27.4,0.0,1012.9,2015-01-07,17,Mainly Clear
-7.1,28,24.6,0.0,1014.7,2015-01-07,18,Clear Sky
-8.5,28,27.4,0.0,1016.4,2015-01-07,19,Clear Sky
-9.9,30,26.1,0.0,1017.8,2015-01-07,20,Clear Sky
-11.1,34,25.8,0.0,1019.0,2015-01-07,21,Clear Sky
-11.9,36,25.1,0.0,1019.9,2015-01-07,22,Mainly Clear
-12.5,38,24.9,0.0,1020.6,2015-01-07,23,Mainly Clear
-12.8,38,25.9,0.0,1020.6,2015-01-08,0,Partly Cloudy
-13.0,38,25.7,0.0,1021.3,2015-01-08,1,Mainly Clear
-13.1,37,25.4,0.0,1022.0,2015-01-08,2,Mainly Clear
-13.2,37,22.3,0.0,1022.6,2015-01-08,3,Clear Sky
-13.3,38,21.4,0.0,1023.2,2015-01-08,4,Clear Sky
-13.4,39,18.0,0.0,1023.8,2015-01-08,5,Clear Sky
-13.3,40,14.5,0.0,1024.4,2015-01-08,6,Clear Sky
-13.2,42,14.8,0.0,1025.2,2015-01-08,7,Clear Sky
-12.9,44,13.7,0.0,1025.6,2015-01-08,8,Clear Sky
-12.5,46,13.6,0.0,1026.5,2015-01-08,9,Clear Sky
-11.2,43,16.2,0.0,1026.6,2015-01-08,10,Clear Sky
-9.6,41,17.4,0.0,1026.8,2015-01-08,11,Clear Sky
-8.0,34,18.0,0.0,1026.0,2015-01-08,12,Clear Sky
-7.1,33,16.6,0.0,1024.7,2015-01-08,13,Mainly Clear
-6.3,32,15.9,0.0,1023.9,2015-01-08,14,Clear Sky
-6.3,32,16.5,0.0,1023.8,2015-01-08,15,Clear Sky
-6.1,32,15.9,0.0,1023.7,2015-01-08,16,Clear Sky
-6.4,34,14.5,0.0,1023.4,2015-01-08,17,Mainly Clear
-7.2,39,9.4,0.0,1023.2,2015-01-08,18,Mainly Clear
-7.8,43,11.2,0.0,1023.2,2015-01-08,19,Clear Sky
-8.3,45,13.8,0.0,1023.3,2015-01-08,20,Clear Sky
-8.6,46,13.5,0.0,1023.2,2015-01-08,21,Overcast
-8.9,47,12.8,0.0,1022.4,2015-01-08,22,Overcast
-8.7,47,12.6,0.0,1021.6,2015-01-08,23,Overcast
-8.6,49,13.9,0.0,1020.9,2015-01-09,0,Overcast
-8.4,52,14.2,0.0,1019.5,2015-01-09,1,Overcast
-7.5,54,15.9,0.0,1018.1,2015-01-09,2,Overcast
-6.9,55,19.0,0.0,1016.6,2015-01-09,3,Overcast
-6.0,55,20.4,0.0,1014.7,2015-01-09,4,Overcast
-5.2,54,21.7,0.0,1013.2,2015-01-09,5,Overcast
-4.6,50,17.4,0.0,1012.3,2015-01-09,6,Overcast
-4.2,47,18.4,0.0,1012.1,2015-01-09,7,Overcast
-4.0,48,19.4,0.2,1012.5,2015-01-09,8,Slight Snow Fall
-4.0,52,18.8,0.3,1013.3,2015-01-09,9,Moderate Snow Fall
-3.8,55,16.0,0.3,1013.6,2015-01-09,10,Moderate Snow Fall
-3.4,55,17.4,0.1,1014.0,2015-01-09,11,Slight Snow Fall
-2.5,50,17.6,0.0,1013.3,2015-01-09,12,Partly Cloudy
-0.5,39,18.8,0.0,1012.3,2015-01-09,13,Clear Sky
0.5,34,24.7,0.0,1011.7,2015-01-09,14,Mainly Clear
0.1,35,24.6,0.0,1011.7,2015-01-09,15,Partly Cloudy
0.0,36,21.0,0.0,1012.2,2015-01-09,16,Overcast
-0.7,40,16.2,0.0,1012.9,2015-01-09,17,Clear Sky
-2.2,45,8.6,0.0,1014.1,2015-01-09,18,Clear Sky
-3.3,48,9.4,0.0,1015.1,2015-01-09,19,Clear Sky
-3.8,49,12.8,0.0,1016.1,2015-01-09,20,Clear Sky
-4.4,48,12.7,0.0,1017.3,2015-01-09,21,Clear Sky
-5.0,48,12.5,0.0,1017.7,2015-01-09,22,Clear Sky
-5.6,49,12.4,0.0,1018.5,2015-01-09,23,Clear Sky
-6.0,49,12.6,0.0,1018.9,2015-01-10,0,Clear Sky
-6.5,49,13.0,0.0,1019.6,2015-01-10,1,Clear Sky
-7.1,49,12.6,0.0,1020.3,2015-01-10,2,Clear Sky
-7.4,48,12.2,0.0,1021.0,2015-01-10,3,Clear Sky
-7.8,49,11.9,0.0,1021.7,2015-01-10,4,Clear Sky
-8.2,50,12.2,0.0,1022.2,2015-01-10,5,Clear Sky
-8.7,51,12.8,0.0,1022.9,2015-01-10,6,Clear Sky
-9.1,51,13.1,0.0,1023.9,2015-01-10,7,Clear Sky
-9.6,51,13.1,0.0,1024.8,2015-01-10,8,Clear Sky
-9.8,50,14.2,0.0,1026.5,2015-01-10,9,Clear Sky
-9.3,43,17.6,0.0,1027.8,2015-01-10,10,Clear Sky
-8.6,39,17.3,0.0,1028.5,2015-01-10,11,Clear Sky
-7.6,36,17.6,0.0,1028.5,2015-01-10,12,Clear Sky
-6.7,33,17.2,0.0,1028.1,2015-01-10,13,Clear Sky
-6.0,31,16.4,0.0,1027.7,2015-01-10,14,Clear Sky
-5.4,30,15.5,0.0,1027.4,2015-01-10,15,Clear Sky
-5.2,29,15.5,0.0,1028.0,2015-01-10,16,Clear Sky
-5.5,32,13.3,0.0,1028.3,2015-01-10,17,Clear Sky
-6.5,37,8.7,0.0,1028.6,2015-01-10,18,Clear Sky
-7.3,39,8.6,0.0,1028.8,2015-01-10,19,Clear Sky
-7.7,40,9.4,0.0,1029.1,2015-01-10,20,Clear Sky
-8.0,41,12.1,0.0,1029.8,2015-01-10,21,Clear Sky
-8.3,41,13.0,0.0,1030.8,2015-01-10,22,Clear Sky
-8.5,41,11.6,0.0,1031.5,2015-01-10,23,Clear Sky
-8.7,42,10.7,0.0,1031.6,2015-01-11,0,Clear Sky
-8.9,43,9.1,0.0,1031.9,2015-01-11,1,Mainly Clear
-9.0,44,8.7,0.0,1032.0,2015-01-11,2,Mainly Clear
-8.9,44,8.8,0.0,1032.5,2015-01-11,3,Overcast
-8.6,43,8.0,0.0,1032.8,2015-01-11,4,Overcast
-8.4,43,9.0,0.0,1032.8,2015-01-11,5,Overcast
-8.3,43,7.3,0.0,1033.0,2015-01-11,6,Overcast
-8.4,43,6.6,0.0,1033.5,2015-01-11,7,Overcast
-8.5,44,6.9,0.0,1034.0,2015-01-11,8,Mainly Clear
-8.6,48,6.0,0.0,1034.3,2015-01-11,9,Partly Cloudy
-6.6,39,4.9,0.0,1035.0,2015-01-11,10,Mainly Clear
-4.6,35,7.9,0.0,1035.2,2015-01-11,11,Clear Sky
-2.6,36,10.5,0.0,1034.2,2015-01-11,12,Clear Sky
-0.9,37,12.2,0.0,1033.1,2015-01-11,13,Clear Sky
0.5,36,14.0,0.0,1031.7,2015-01-11,14,Mainly Clear
1.5,34,15.0,0.0,1031.2,2015-01-11,15,Mainly Clear
1.9,36,14.2,0.0,1030.6,2015-01-11,16,Partly Cloudy
1.2,43,10.4,0.0,1030.4,2015-01-11,17,Overcast
-0.3,50,8.1,0.0,1030.3,2015-01-11,18,Partly Cloudy
-1.3,54,8.7,0.0,1030.7,2015-01-11,19,Overcast
-1.8,57,8.9,0.0,1030.6,2015-01-11,20,Overcast
-1.8,59,9.0,0.0,1030.8,2015-01-11,21,Overcast
-1.2,60,9.2,0.0,1030.7,2015-01-11,22,Overcast
-0.8,61,8.9,0.0,1030.1,2015-01-11,23,Overcast
-1.2,65,7.8,0.0,1029.6,2015-01-12,0,Overcast
-1.4,67,7.3,0.0,1028.7,2015-01-12,1,Overcast
-1.0,66,7.4,0.0,1028.1,2015-01-12,2,Overcast
-0.3,63,7.9,0.0,1028.1,2015-01-12,3,Overcast
-0.1,63,7.9,0.0,1027.5,2015-01-12,4,Overcast
0.1,64,8.2,0.0,1026.5,2015-01-12,5,Overcast
0.0,65,6.0,0.0,1025.4,2015-01-12,6,Overcast
-0.1,67,8.1,0.0,1024.8,2015-01-12,7,Overcast
0.4,66,7.1,0.0,1024.3,2015-01-12,8,Overcast
0.8,68,8.0,0.0,1023.6,2015-01-12,9,Overcast
1.0,77,11.0,0.3,1024.1,2015-01-12,10,Light Drizzle
1.0,91,8.9,0.8,1023.2,2015-01-12,11,Moderate Drizzle
1.6,93,6.2,1.5,1021.1,2015-01-12,12,Slight Rain
2.2,93,5.5,1.7,1019.2,2015-01-12,13,Slight Rain
2.3,94,6.9,2.3,1018.7,2015-01-12,14,Slight Rain
1.9,94,5.5,1.6,1017.6,2015-01-12,15,Slight Rain
1.8,95,5.3,1.4,1017.0,2015-01-12,16,Slight Rain
1.7,96,5.8,0.6,1016.8,2015-01-12,17,Moderate Drizzle
1.5,96,4.9,0.4,1016.3,2015-01-12,18,Light Drizzle
1.4,97,5.8,0.3,1016.0,2015-01-12,19,Light Drizzle
1.4,96,8.4,0.2,1016.1,2015-01-12,20,Light Drizzle
1.7,95,10.1,0.2,1016.2,2015-01-12,21,Light Drizzle
1.9,93,12.5,0.4,1016.7,2015-01-12,22,Light Drizzle
1.8,93,11.0,0.7,1017.4,2015-01-12,23,Moderate Drizzle
1.4,94,9.3,0.6,1018.4,2015-01-13,0,Moderate Drizzle
0.8,94,9.6,0.4,1019.3,2015-01-13,1,Slight Snow Fall
0.5,88,13.0,0.1,1020.1,2015-01-13,2,Slight Snow Fall
0.6,86,15.2,0.0,1021.0,2015-01-13,3,Partly Cloudy
-0.0,84,16.4,0.0,1022.1,2015-01-13,4,Partly Cloudy
-0.6,82,17.4,0.0,1023.3,2015-01-13,5,Partly Cloudy
-1.4,79,12.3,0.0,1024.7,2015-01-13,6,Partly Cloudy
-2.4,75,14.1,0.0,1026.2,2015-01-13,7,Mainly Clear
-3.4,70,16.4,0.0,1027.6,2015-01-13,8,Clear Sky
-4.5,65,17.8,0.0,1028.9,2015-01-13,9,Clear Sky
-4.9,54,19.8,0.0,1030.2,2015-01-13,10,Clear Sky
-4.6,47,19.1,0.0,1031.4,2015-01-13,11,Clear Sky
-4.1,42,18.4,0.0,1031.8,2015-01-13,12,Clear Sky
-3.5,37,18.4,0.0,1031.1,2015-01-13,13,Clear Sky
-3.1,34,17.9,0.0,1030.8,2015-01-13,14,Clear Sky
-3.1,33,17.0,0.0,1031.0,2015-01-13,15,Clear Sky
-3.3,31,15.8,0.0,1031.2,2015-01-13,16,Overcast
-4.0,33,13.1,0.0,1032.0,2015-01-13,17,Overcast
-5.1,38,8.4,0.0,1032.7,2015-01-13,18,Mainly Clear
-6.1,40,10.6,0.0,1033.1,2015-01-13,19,Mainly Clear
-6.9,41,11.8,0.0,1033.4,2015-01-13,20,Clear Sky
-7.5,42,11.4,0.0,1033.3,2015-01-13,21,Clear Sky
-7.9,43,10.8,0.0,1033.4,2015-01-13,22,Mainly Clear
-8.2,44,9.6,0.0,1033.2,2015-01-13,23,Partly Cloudy
-8.2,44,10.5,0.0,1032.8,2015-01-14,0,Partly Cloudy
-8.2,45,12.0,0.0,1031.8,2015-01-14,1,Mainly Clear
-8.2,45,12.1,0.0,1031.2,2015-01-14,2,Partly Cloudy
-8.4,46,13.0,0.0,1030.8,2015-01-14,3,Partly Cloudy
-8.4,47,13.3,0.0,1030.2,2015-01-14,4,Overcast
-8.3,49,13.0,0.0,1029.3,2015-01-14,5,Overcast
-8.0,50,11.6,0.0,1029.2,2015-01-14,6,Overcast
-7.8,52,12.5,0.0,1027.9,2015-01-14,7,Overcast
-7.3,54,12.5,0.0,1027.8,2015-01-14,8,Overcast
-6.9,57,10.9,0.0,1027.9,2015-01-14,9,Overcast
-6.0,59,12.4,0.0,1027.8,2015-01-14,10,Overcast
-4.7,61,13.5,0.0,1026.5,2015-01-14,11,Overcast
-3.3,62,12.4,0.0,1025.3,2015-01-14,12,Overcast
-1.8,62,11.2,0.0,1023.9,2015-01-14,13,Partly Cloudy
-0.9,62,10.2,0.0,1022.9,2015-01-14,14,Mainly Clear
-0.2,61,9.9,0.0,1022.0,2015-01-14,15,Partly Cloudy
-0.2,63,9.6,0.0,1021.6,2015-01-14,16,Overcast
-0.5,65,8.2,0.0,1021.1,2015-01-14,17,Partly Cloudy
-1.3,71,5.9,0.0,1020.7,2015-01-14,18,Partly Cloudy
-2.0,75,5.9,0.0,1020.7,2015-01-14,19,Overcast
-2.6,77,6.3,0.0,1020.8,2015-01-14,20,Overcast
-2.9,77,6.8,0.0,1020.3,2015-01-14,21,Overcast
-3.0,76,6.8,0.0,1019.7,2015-01-14,22,Partly Cloudy
-3.3,76,6.1,0.0,1019.3,2015-01-14,23,Mainly Clear
-3.1,74,6.1,0.0,1019.2,2015-01-15,0,Mainly Clear
-3.3,73,6.9,0.0,1018.5,2015-01-15,1,Mainly Clear
-3.8,74,7.3,0.0,1017.7,2015-01-15,2,Mainly Clear
-4.3,71,6.7,0.0,1017.7,2015-01-15,3,Clear Sky
-4.5,70,5.8,0.0,1017.8,2015-01-15,4,Mainly Clear
-4.8,70,5.6,0.0,1017.1,2015-01-15,5,Mainly Clear
-5.1,70,6.1,0.0,1017.1,2015-01-15,6,Partly Cloudy
-5.1,69,5.4,0.0,1017.3,2015-01-15,7,Partly Cloudy
-5.3,69,4.1,0.0,1017.2,2015-01-15,8,Partly Cloudy
-4.9,66,4.1,0.0,1017.3,2015-01-15,9,Partly Cloudy
-3.3,57,6.3,0.0,1017.4,2015-01-15,10,Mainly Clear
-2.1,52,6.9,0.0,1017.1,2015-01-15,11,Mainly Clear
-1.2,48,7.4,0.0,1016.1,2015-01-15,12,Clear Sky
0.1,43,9.7,0.0,1014.6,2015-01-15,13,Mainly Clear
1.0,41,11.9,0.0,1013.3,2015-01-15,14,Mainly Clear
1.1,40,13.0,0.0,1012.6,2015-01-15,15,Clear Sky
1.2,40,12.6,0.0,1011.9,2015-01-15,16,Clear Sky
0.7,44,9.0,0.0,1012.0,2015-01-15,17,Clear Sky
-1.0,52,9.1,0.0,1011.9,2015-01-15,18,Clear Sky
-2.3,58,8.2,0.0,1011.9,2015-01-15,19,Clear Sky
-3.1,62,8.2,0.0,1011.8,2015-01-15,20,Clear Sky
-3.3,62,8.7,0.0,1011.2,2015-01-15,21,Clear Sky
-3.4,59,10.5,0.0,1010.7,2015-01-15,22,Clear Sky
-3.6,57,10.5,0.0,1010.3,2015-01-15,23,Clear Sky
-3.8,55,10.7,0.0,1009.6,2015-01-16,0,Clear Sky
-3.9,54,11.1,0.0,1009.2,2015-01-16,1,Clear Sky
-3.8,54,11.6,0.0,1008.3,2015-01-16,2,Clear Sky
-3.5,51,11.9,0.0,1007.9,2015-01-16,3,Clear Sky
-3.3,51,12.6,0.0,1007.4,2015-01-16,4,Clear Sky
-3.1,51,12.6,0.0,1006.8,2015-01-16,5,Clear Sky
-3.0,52,12.6,0.0,1006.4,2015-01-16,6,Clear Sky
-3.0,53,11.3,0.0,1006.3,2015-01-16,7,Clear Sky
-3.0,54,11.0,0.0,1006.5,2015-01-16,8,Clear Sky
-2.7,55,12.6,0.0,1006.9,2015-01-16,9,Clear Sky
-0.8,51,13.7,0.0,1007.5,2015-01-16,10,Mainly Clear
0.8,48,15.7,0.0,1007.7,2015-01-16,11,Clear Sky
2.1,46,18.0,0.0,1006.7,2015-01-16,12,Clear Sky
3.6,41,22.7,0.0,1006.3,2015-01-16,13,Partly Cloudy
4.5,38,22.8,0.0,1005.9,2015-01-16,14,Overcast
4.7,38,22.1,0.0,1006.2,2015-01-16,15,Partly Cloudy
3.9,39,20.3,0.0,1007.3,2015-01-16,16,Partly Cloudy
2.5,38,20.9,0.0,1008.8,2015-01-16,17,Clear Sky
0.3,38,19.8,0.0,1011.1,2015-01-16,18,Clear Sky
-1.6,38,20.7,0.0,1013.2,2015-01-16,19,Clear Sky
-3.1,37,19.8,0.0,1014.7,2015-01-16,20,Clear Sky
-4.4,37,20.2,0.0,1016.1,2015-01-16,21,Clear Sky
-5.5,38,19.8,0.0,1017.2,2015-01-16,22,Clear Sky
-6.2,39,18.3,0.0,1018.1,2015-01-16,23,Clear Sky
-6.8,40,17.6,0.0,1019.2,2015-01-17,0,Clear Sky
-7.3,42,16.6,0.0,1019.7,2015-01-17,1,Clear Sky
-7.8,44,15.2,0.0,1019.9,2015-01-17,2,Clear Sky
-7.7,45,14.3,0.0,1020.9,2015-01-17,3,Clear Sky
-7.8,46,12.7,0.0,1022.2,2015-01-17,4,Clear Sky
-7.9,45,11.2,0.0,1022.9,2015-01-17,5,Clear Sky
